334832,0,1,0,3,2,1,0,0,0,1,0,0,2,1
31200,0,1,0,3,0,0,0,0,0,1,0,0,2,1
222048,1,0,3,0,0,0,0,2,0,1,0,1,2,1
165518,0,1,0,3,1,1,0,0,0,1,0,0,2,1
93962,0,1,2,3,0,0,0,0,0,1,0,0,2,1
334969,1,0,3,1,1,1,0,0,0,1,0,0,2,1
100974,0,0,0,0,1,1,1,0,1,2,1,1,0,0
293823,1,0,3,0,1,1,0,0,0,1,0,0,2,1
102585,0,0,0,0,1,1,0,0,1,1,0,0,0,0
125330,0,1,0,3,1,1,0,0,0,1,0,0,2,1
101593,0,0,0,0,0,2,1,0,0,2,1,1,0,0
266957,0,1,0,3,0,0,0,0,0,1,0,1,2,1
101328,0,0,0,2,0,1,1,0,0,2,0,1,0,0
236888,0,1,0,3,1,1,0,0,0,1,0,1,2,1
102065,0,0,2,0,0,0,0,2,0,1,0,1,2,0
100049,0,0,0,0,2,1,1,1,1,2,1,1,0,0
327995,0,1,0,3,0,0,0,0,0,1,0,1,2,1
265770,0,1,0,3,0,0,0,0,0,1,0,1,2,1
255766,0,1,0,3,0,0,0,0,0,1,0,0,2,1
101223,0,0,0,0,0,1,0,0,0,2,0,1,2,0
304933,0,1,2,3,0,0,0,0,0,1,0,0,2,1
325638,0,1,1,3,1,1,0,0,0,1,0,1,2,1
102263,0,0,0,0,2,1,1,1,0,2,1,1,0,0
235132,0,1,0,3,0,0,0,1,0,1,1,0,2,1
102094,0,0,0,0,0,1,1,1,1,1,1,1,0,0
271480,0,1,0,3,0,0,0,0,0,1,0,0,2,1
58429,0,1,0,3,1,1,0,2,0,1,1,0,2,1
254484,0,1,0,3,0,0,0,0,0,1,0,0,2,1
100247,0,0,1,1,0,1,0,0,0,2,0,0,2,0
101372,0,0,0,0,1,1,2,0,1,1,1,0,0,0
210054,1,0,3,0,0,0,0,0,0,1,0,0,2,1
188955,1,0,3,0,2,1,0,0,0,1,0,0,2,1
169230,0,1,1,3,0,1,0,0,0,1,1,0,2,1
101204,0,0,0,1,0,1,1,0,0,2,0,1,2,0
10031,0,0,0,2,0,1,1,0,1,2,1,1,0,0
100830,0,0,0,0,0,1,1,1,2,1,1,1,2,0
109914,0,1,0,3,0,0,0,2,0,1,1,0,2,1
100594,0,0,0,0,1,1,1,0,0,2,1,1,0,0
147203,0,1,0,3,0,0,0,2,0,1,1,1,2,1
142357,1,0,3,0,0,0,0,0,0,1,1,0,2,1
100531,0,0,0,0,1,1,1,1,2,1,1,1,2,0
14006,0,0,0,0,0,1,1,1,0,1,0,1,2,1
102240,0,0,0,0,1,1,1,0,2,1,1,0,2,0
101251,0,0,0,0,2,1,1,1,0,2,1,1,2,0
101452,0,0,0,0,2,1,2,1,0,1,1,1,0,0
101056,0,0,0,0,0,1,0,0,1,1,0,1,0,0
100732,0,0,0,0,1,1,1,1,1,1,1,0,0,0
162573,0,0,0,0,1,1,1,0,1,1,0,0,0,1
100172,0,0,0,0,1,1,2,0,2,2,1,0,2,0
100161,0,0,0,0,1,1,1,2,2,1,1,1,2,0
241,0,1,2,3,0,0,0,0,0,1,0,1,2,1
229404,0,1,0,3,0,1,0,0,0,1,0,0,2,1
238988,0,1,0,3,0,0,0,0,0,1,0,1,2,1
170892,0,1,0,3,0,0,0,0,0,1,0,1,2,1
97154,0,1,1,3,1,1,0,0,0,1,0,0,2,1
102044,0,0,0,0,0,2,2,0,1,1,1,0,0,0
102761,0,0,0,0,1,1,1,1,2,1,1,1,2,0
73342,0,1,0,3,0,0,0,0,0,1,0,1,2,1
328504,0,1,0,3,0,0,0,0,0,1,0,1,2,1
101425,0,0,2,0,0,1,1,0,0,1,0,1,2,0
101025,0,0,0,0,1,1,2,0,2,1,0,1,2,0
100200,0,0,0,1,0,1,1,0,0,1,0,1,0,0
101057,0,0,0,0,1,1,2,0,0,2,0,1,2,0
101244,0,0,0,0,1,1,0,1,1,2,1,1,2,0
101724,0,0,0,0,2,2,1,1,0,1,1,1,0,0
165224,0,1,0,3,2,1,0,0,0,1,0,1,2,1
100473,0,0,0,1,1,1,1,0,1,1,1,1,0,0
100836,0,0,0,0,1,1,1,0,2,1,1,1,2,0
260728,0,1,0,3,0,0,0,2,0,1,1,0,2,1
101114,0,0,0,2,1,1,2,0,2,1,1,0,2,0
100450,0,0,0,0,1,1,1,1,0,2,1,1,2,0
102385,0,0,0,2,1,1,1,2,1,1,1,0,0,0
26334,0,1,0,3,0,1,0,0,0,1,0,0,2,1
102097,0,0,1,0,0,0,0,2,1,1,1,1,0,0
11602,0,1,0,3,0,0,0,0,0,1,0,1,2,1
102166,0,0,0,0,0,1,1,0,0,2,0,0,2,0
59947,1,0,3,2,0,0,0,0,0,1,0,0,2,1
201594,0,1,0,3,0,0,0,0,0,1,0,0,2,1
52759,0,1,0,3,0,0,0,0,0,1,0,0,2,1
78416,1,0,3,0,0,0,0,0,0,1,0,0,2,1
46233,1,0,3,0,2,1,0,0,0,1,1,0,2,1
277503,0,1,0,3,0,0,0,0,0,1,0,0,2,1
